"id","question","answer","evidence","human_supported","human_reviewer","reviewed_at","human_note"
"lesson-04bc001d-df88-41ed-a275-d6b3774f21d4-2","在实际编程中，应该如何应用“1.3 SQL高级查询（模糊查询、排序、分页）”中的核心知识？","### 课程内结论  
1. 模糊查询使用 LIKE 关键字配合通配符 %（匹配任意多个字符）和 _（匹配单个字符），用于实现包含、开头、结尾等非精确匹配，例如查询姓名中含“李”的学生：`SELECT * FROM students WHERE name LIKE '%李%';` [1]。  
2. 排序查询通过 ORDER BY 实现，支持 ASC（升序，默认）和 DESC（降序），可对单字段或多字段排序，多字段排序时先按第一字段排，相同时再按第二字段排，例如：`SELECT * FROM students ORDER BY age DESC;` [1]。  
3. 分页查询使用 LIMIT 起始索引, 查询条数，索引从 0 开始，用于限制返回数据条数，避免性能问题，例如：`SELECT * FROM students LIMIT 0,3;` 表示取前3条数据 [1]。  
4. 查询语句执行顺序为：WHERE 筛选 → ORDER BY 排序 → LIMIT 分页，该顺序影响查询结果 [1]。  
5. 通配符匹配内容必须用单引号包裹，LIMIT 仅作用于查询结果，不改变原表数据顺序 [1]。

### 通用补充（非课程原文）  
在实际编程中，这三大查询常用于构建用户界面的数据展示逻辑：  
- **模糊查询**：用于搜索框，如用户输入“李”，系统返回所有姓名含“李”的记录，提升用户体验。  
- **排序**：在列表页中按“最新发布”“价格从高到低”等需求排序，通常由前端传参控制 ORDER BY 字段和方向。  
- **分页**：结合前端分页组件，后端根据当前页码和每页条数计算 LIMIT 的起始索引（如第2页、每页10条 → LIMIT 10,10），避免一次性加载大量数据。  
实际项目中，这些查询常与参数化查询结合使用，防止 SQL 注入，例如使用预处理语句传入 LIKE 模式或排序字段。","[{""sourceType"":""lesson"",""sourceId"":""04bc001d-df88-41ed-a275-d6b3774f21d4"",""contentHash"":""550be508b1f8962171b962cd8741c36d6d8fd32fbec36fea9f66d0d4d28c78a6"",""chunkIndex"":0,""score"":1,""content"":""# 数据库基础学习教程\n\n## 第一章：数据库基础概念\n\n### 1.3 SQL高级查询（模糊查询、排序、分页）\n\n上一节我们掌握了数据增删改基础操作和基础SELECT查询。在实际开发中，我们很少查询全部数据，更多是根据模糊条件、数据顺序、数据条数精准筛选数据。本节课将学习日常开发使用率最高的三大高级查询：模糊查询、排序查询、分页查询，是数据库查询核心重点。\n\n----------------------------------------\n\n一、模糊查询（LIKE）\n\n精准查询（WHERE 字段=值）只能匹配完全一致的数据，而模糊查询可以实现包含、开头、结尾匹配，核心关键字为 LIKE，搭配两个通配符使用。\n\n1. 两大核心通配符\n\n * %：匹配任意多个字符（0个、1个或多个）\n\n * _：匹配单个任意字符\n\n2. 常用语法场景\n\n语法格式：\n\nSELECT 字段 FROM 表名 WHERE 字段 LIKE '匹配规则';\n\n实操示例（基于students学生表）：\n\n * 查询姓名中包含“李”的学生：LIKE '%李%'\n\n * 查询姓名以“张”开头的学生：LIKE '张%'\n\n * 查询姓名为两个字、且第一个字是王的学生：LIKE '王_'\n\n-- 查询所有含“李”字的学生\nSELECT * FROM students WHERE name LIKE '%李%';\n\n----------------------------------------\n\n二、排序查询（ORDER BY）\n\n数据库默认查询数据顺序为数据存储顺序，杂乱无章。通过 ORDER BY 可以对查询结果进行升序或降序排序。\n\n1. 排序规则\n\n * ASC：升序（从小到大），默认规则，可省略\n\n * DESC：降序（从大到小），必须手动声明\n\n2. 语法与示例\n\n-- 单字段排序：按年龄升序\nSELECT * FROM students ORDER BY age ASC;\n\n-- 单字段排序：按年龄降序\nSELECT * FROM students ORDER BY age DESC;\n\n多字段排序规则：先按第一个字段排序，第一个字段数据相同时，再按第二个字段排序。\n\n----------------------------------------\n\n三、分页查询（LIMIT）\n\n实际项目中数据表数据动辄上万条，一次性查询所有数据会造成卡顿、资源浪费。LIMIT 分页查询可以限制查询数据条数，是项目必备语法。\n\n1. 标准语法\n\nSELECT 字段 FROM 表名 LIMIT 起始索引, 查询条数;\n\n核心规则：数据索引从 0 开始计数\n\n2. 实操示例\n\n-- 查询前3条学生数据（索引0开始，取3条）\nSELECT * FROM students LIMIT 0,3;\n\n-- 查询第4-6条数据\nSELECT * FROM students LIMIT 3,3;\n\n重点注意事项\n\n1. 查询语句执行顺序：WHERE筛选 → ORDER BY排序 → LIMIT分页\n2. 通配符匹配内容必须用单引号包裹\n3. LIMIT只作用于查询结果，不会修改原表数据顺序\n\n----------------------------------------\n\n请完成练习\n\n📚 小节总结\n\n本节掌握三大高频查询语法：模糊查询LIKE、排序ORDER BY、分页LIMIT，可实现绝大部分精准数据筛选场景，是项目开发、考试面试必考核心。\n\n请完成练习""}]","","","",""
"lesson-100000000000000000000000000000000002-1","“HTML文档结构”主要讲解什么？","“HTML文档结构”主要讲解标准HTML页面的基本构成和组织方式 [1]。","[{""sourceType"":""lesson"",""sourceId"":""100000000000000000000000000000000002"",""contentHash"":""891450f70748724ecad2db8ba4d5166962131d62cb56f79b5036894e95d82a6c"",""chunkIndex"":0,""score"":1,""content"":""# HTML基础入门\n\n## HTML基础入门\n\n### HTML文档结构\n\n标准HTML页面结构详解""}]","","","",""
"lesson-33810ea6-d130-4c42-93db-3741d29cc401-1","“2.1 聚合函数（统计查询）”主要讲解什么？","“2.1 聚合函数（统计查询）”主要讲解如何使用聚合函数对数据库中的数据进行统计计算 [1]。课程重点包括：

- 五大核心聚合函数的用途：
  - `COUNT()`：统计记录条数；
  - `MAX()`：查找最大值；
  - `MIN()`：查找最小值；
  - `SUM()`：计算数值字段的总和；
  - `AVG()`：计算数值字段的平均值 [1]。

- 聚合函数常用于统计查询，如统计学生总人数、平均年龄、最大年龄等 [1]。

- 引入分组查询 `GROUP BY` 的概念，用于按某一字段分组后进行聚合统计，例如按班级或性别分组统计人数或平均年龄 [1]。

- 区分 `WHERE`（分组前筛选）与 `HAVING`（分组后筛选）的使用场景 [1]。

由此可以看出，本小节的核心是掌握聚合函数的基本用法及其在分组统计中的应用 [1]。","[{""sourceType"":""lesson"",""sourceId"":""33810ea6-d130-4c42-93db-3741d29cc401"",""contentHash"":""7e0923d75650d45c8ced491ba871272704906f54a14235e2c417369482651544"",""chunkIndex"":0,""score"":1,""content"":""# 数据库基础学习教程\n\n## 第二章：聚合函数与分组查询\n\n### 2.1 聚合函数（统计查询）\n\n数据库不仅可以查询数据，还可以统计数据。聚合函数用于对整表或分组数据进行统计计算，常用于统计总数、最大值、最小值、平均值、总和。\n\n一、五大核心聚合函数\n\n * COUNT()：统计数据条数\n\n * MAX()：查询最大值\n\n * MIN()：查询最小值\n\n * SUM()：计算字段总和\n\n * AVG()：计算字段平均值\n\n实操示例：\n\n-- 统计学生总人数\nSELECT COUNT(*) FROM students;\n-- 统计学生平均年龄\nSELECT AVG(age) FROM students;\n-- 查询最大年龄\nSELECT MAX(age) FROM students;\n\n----------------------------------------\n\n二、分组查询 GROUP BY\n\nGROUP BY 可以将相同字段数据分为一组，结合聚合函数实现分组统计，例如：按班级统计人数、按性别统计平均年龄。\n\n语法格式：\n\nSELECT 分组字段,聚合函数 FROM 表名 GROUP BY 分组字段;\n\n筛选过滤 HAVING：分组后筛选数据，WHERE是分组前筛选，HAVING是分组后筛选。\n\n----------------------------------------\n\n请完成练习""}]","","","",""
"lesson-100000000000000000000000000000000002-2","在实际编程中，应该如何应用“HTML文档结构”中的核心知识？","### 课程内结论  
1. HTML文档结构包含标准的页面骨架，用于组织网页内容 [1]。  
2. 标准HTML页面结构包括文档类型声明（`<!DOCTYPE html>`）、根元素（`<html>`）、头部（`<head>`）和主体（`<body>`）等部分 [1]。  
3. `<head>` 包含元数据（如标题、字符集、样式表链接等），而 `<body>` 包含页面实际显示的内容 [1]。  
4. 文档结构是构建网页的基础，确保浏览器能正确解析和渲染页面 [1]。  

### 通用补充（非课程原文）  
在实际编程中，应用HTML文档结构的核心知识包括：  
- 始终以 `<!DOCTYPE html>` 开头，确保浏览器使用标准模式渲染页面。  
- 使用 `<html>` 标签包裹整个文档，明确文档的根。  
- 在 `<head>` 中添加 `<title>` 设置页面标题（显示在浏览器标签页），引入 `<link>` 加载CSS或图标，使用 `<meta>` 定义字符集（如 `<meta charset=""UTF-8"">`）以支持中文等多语言。  
- 将可见内容（如文本、图片、按钮等）放入 `<body>` 中，结构清晰有助于维护和SEO优化。  
- 保持结构完整，避免嵌套错误（如在 `<head>` 中放内容元素），提升代码可读性和兼容性。","[{""sourceType"":""lesson"",""sourceId"":""100000000000000000000000000000000002"",""contentHash"":""891450f70748724ecad2db8ba4d5166962131d62cb56f79b5036894e95d82a6c"",""chunkIndex"":0,""score"":1,""content"":""# HTML基础入门\n\n## HTML基础入门\n\n### HTML文档结构\n\n标准HTML页面结构详解""}]","","","",""
"lesson-33810ea6-d130-4c42-93db-3741d29cc401-2","在实际编程中，应该如何应用“2.1 聚合函数（统计查询）”中的核心知识？","### 课程内结论  
1. 聚合函数用于对整表或分组数据进行统计计算，常用于统计总数、最大值、最小值、平均值、总和 [1]。  
2. 五大核心聚合函数包括：COUNT()（统计数据条数）、MAX()（查询最大值）、MIN()（查询最小值）、SUM()（计算字段总和）、AVG()（计算字段平均值） [1]。  
3. 使用 GROUP BY 可将相同字段的数据分为一组，结合聚合函数实现分组统计，例如按班级统计人数、按性别统计平均年龄 [1]。  
4. HAVING 用于分组后筛选数据，WHERE 用于分组前筛选数据 [1]。  

### 通用补充（非课程原文）  
在实际编程中，聚合函数常用于数据分析、报表生成和业务统计场景。例如：  
- 使用 `COUNT(*)` 统计用户注册总数，用于监控系统增长；  
- 使用 `AVG(age)` 计算用户平均年龄，辅助市场定位；  
- 使用 `GROUP BY gender` 配合 `AVG(age)` 分析不同性别用户的年龄分布；  
- 使用 `HAVING COUNT(*) > 10` 筛选出人数超过10人的班级，用于资源分配。  

这些操作通常在 SQL 查询中实现，是后端服务、数据看板和 BI 工具的基础能力。","[{""sourceType"":""lesson"",""sourceId"":""33810ea6-d130-4c42-93db-3741d29cc401"",""contentHash"":""7e0923d75650d45c8ced491ba871272704906f54a14235e2c417369482651544"",""chunkIndex"":0,""score"":1,""content"":""# 数据库基础学习教程\n\n## 第二章：聚合函数与分组查询\n\n### 2.1 聚合函数（统计查询）\n\n数据库不仅可以查询数据，还可以统计数据。聚合函数用于对整表或分组数据进行统计计算，常用于统计总数、最大值、最小值、平均值、总和。\n\n一、五大核心聚合函数\n\n * COUNT()：统计数据条数\n\n * MAX()：查询最大值\n\n * MIN()：查询最小值\n\n * SUM()：计算字段总和\n\n * AVG()：计算字段平均值\n\n实操示例：\n\n-- 统计学生总人数\nSELECT COUNT(*) FROM students;\n-- 统计学生平均年龄\nSELECT AVG(age) FROM students;\n-- 查询最大年龄\nSELECT MAX(age) FROM students;\n\n----------------------------------------\n\n二、分组查询 GROUP BY\n\nGROUP BY 可以将相同字段数据分为一组，结合聚合函数实现分组统计，例如：按班级统计人数、按性别统计平均年龄。\n\n语法格式：\n\nSELECT 分组字段,聚合函数 FROM 表名 GROUP BY 分组字段;\n\n筛选过滤 HAVING：分组后筛选数据，WHERE是分组前筛选，HAVING是分组后筛选。\n\n----------------------------------------\n\n请完成练习""}]","","","",""
"lesson-100000000000000000000000000000000003-1","“第一个HTML页面”主要讲解什么？","“第一个HTML页面”主要讲解如何编写并运行一个最基本的HTML页面 [1]。","[{""sourceType"":""lesson"",""sourceId"":""100000000000000000000000000000000003"",""contentHash"":""714d35d6fad09830e85139427bb8f16ea51cf4efb0d640d0f50084ee5ad4e2c4"",""chunkIndex"":0,""score"":1,""content"":""# HTML基础入门\n\n## HTML基础入门\n\n### 第一个HTML页面\n\n编写并运行第一个HTML页面""}]","","","",""
"lesson-100000000000000000000000000000000003-2","在实际编程中，应该如何应用“第一个HTML页面”中的核心知识？","### 课程内结论  
1. 编写并运行第一个HTML页面是学习HTML的基础步骤 [1]。  

### 通用补充（非课程原文）  
在实际编程中，“第一个HTML页面”所体现的核心知识是：HTML文档必须包含基本结构，如 `<!DOCTYPE html>` 声明、`<html>` 根元素、`<head>`（用于元信息）和 `<body>`（用于页面内容）。即使是最简单的页面，也应遵循这一结构，以确保浏览器正确解析和渲染。例如，一个最小的HTML页面应包含：

```html
<!DOCTYPE html>
<html>
<head>
    <title>我的第一个页面</title>
</head>
<body>
    <h1>欢迎来到我的网站</h1>
</body>
</html>
```

这为后续添加样式、脚本和内容提供了稳定基础。实际开发中，这一结构是所有网页的起点，也是调试和协作的基础。","[{""sourceType"":""lesson"",""sourceId"":""100000000000000000000000000000000003"",""contentHash"":""714d35d6fad09830e85139427bb8f16ea51cf4efb0d640d0f50084ee5ad4e2c4"",""chunkIndex"":0,""score"":1,""content"":""# HTML基础入门\n\n## HTML基础入门\n\n### 第一个HTML页面\n\n编写并运行第一个HTML页面""}]","","","",""
"lesson-100000000000000000000000000000000004-1","“标题标签h1-h6”主要讲解什么？","“标题标签h1-h6”主要讲解HTML中用于定义文档标题的六级标题标签的使用方法与优先级 [1]。","[{""sourceType"":""lesson"",""sourceId"":""100000000000000000000000000000000004"",""contentHash"":""8ed6d97b66ec7ae39b9507f8b2bb153ae7f8faf272cff6408cf582c936063391"",""chunkIndex"":0,""score"":1,""content"":""# HTML基础入门\n\n## HTML常用标签\n\n### 标题标签h1-h6\n\n标题标签的使用与优先级""}]","","","",""
"lesson-100000000000000000000000000000000004-2","在实际编程中，应该如何应用“标题标签h1-h6”中的核心知识？","### 课程内结论  
标题标签 h1-h6 用于定义文档的标题层级，其中 h1 为最高优先级，h6 为最低优先级 [1]。  

### 通用补充（非课程原文）  
在实际编程中，应按照内容的逻辑层级使用 h1-h6 标签：  
- 一个页面中只使用一个 h1 标签，代表页面主标题。  
- 后续内容按层级使用 h2（章节）、h3（子章节）、h4 等，保持层级清晰。  
- 避免跳级使用（如 h1 后直接用 h3），以确保文档结构语义正确，有利于可访问性（如屏幕阅读器）和 SEO。  

示例：  
```html
<h1>网页设计基础</h1>
<h2>HTML 标签概述</h2>
<h3>标题标签 h1-h6</h3>
<h4>使用优先级</h4>
```","[{""sourceType"":""lesson"",""sourceId"":""100000000000000000000000000000000004"",""contentHash"":""8ed6d97b66ec7ae39b9507f8b2bb153ae7f8faf272cff6408cf582c936063391"",""chunkIndex"":0,""score"":1,""content"":""# HTML基础入门\n\n## HTML常用标签\n\n### 标题标签h1-h6\n\n标题标签的使用与优先级""}]","","","",""
"lesson-100000000000000000000000000000000005-1","“段落与换行标签”主要讲解什么？","“段落与换行标签”主要讲解 `p` 标签和 `br` 标签的使用方法 [1]。","[{""sourceType"":""lesson"",""sourceId"":""100000000000000000000000000000000005"",""contentHash"":""450a8e5602ce2f8914baad0a05e99e858518130cc292e224236ab3b8692f1849"",""chunkIndex"":0,""score"":1,""content"":""# HTML基础入门\n\n## HTML常用标签\n\n### 段落与换行标签\n\np标签与br标签使用""}]","","","",""
"lesson-100000000000000000000000000000000005-2","在实际编程中，应该如何应用“段落与换行标签”中的核心知识？","### 课程内结论  
1. p标签用于定义段落，br标签用于定义换行 [1]。  
2. 该小节仅说明了p标签与br标签的用途，未涉及具体使用场景、嵌套规则、样式影响或与其他标签的配合方式 [1]。  
3. 由此可以看出，课程中仅明确指出p标签用于段落、br标签用于换行，未提供更深入的应用逻辑或实际编程建议 [1]。

### 通用补充（非课程原文）  
- 在实际编程中，`<p>` 标签应用于包裹自然段落文本，以语义化方式表示一段独立的内容，有助于可访问性和SEO优化。  
- `<br>` 标签用于在不开始新段落的情况下强制换行，例如在诗歌、地址或需要精确换行格式的文本中使用。  
- 不推荐用 `<br>` 连续换行来模拟段落间距，应使用CSS的 `margin` 或 `line-height` 控制段落间距。  
- 示例：  
  ```html
  <p>这是第一段文字。</p>
  <p>这是第二段文字，中间用换行分隔。</p>
  <p>地址示例：<br>北京市朝阳区<br>某某街道123号</p>
  ```","[{""sourceType"":""lesson"",""sourceId"":""100000000000000000000000000000000005"",""contentHash"":""450a8e5602ce2f8914baad0a05e99e858518130cc292e224236ab3b8692f1849"",""chunkIndex"":0,""score"":1,""content"":""# HTML基础入门\n\n## HTML常用标签\n\n### 段落与换行标签\n\np标签与br标签使用""}]","","","",""
"lesson-100000000000000000000000000000000006-1","“文本格式化标签”主要讲解什么？","“文本格式化标签”主要讲解用于对文本进行加粗、斜体、删除线等样式修饰的HTML标签 [1]。","[{""sourceType"":""lesson"",""sourceId"":""100000000000000000000000000000000006"",""contentHash"":""d17921eb0b536f5ee184f332dd2ad5bb7a47ce112fc26415f76694b18685996b"",""chunkIndex"":0,""score"":1,""content"":""# HTML基础入门\n\n## HTML常用标签\n\n### 文本格式化标签\n\n加粗、斜体、删除线等""}]","","","",""
"lesson-100000000000000000000000000000000006-2","在实际编程中，应该如何应用“文本格式化标签”中的核心知识？","### 课程内结论  
1. 文本格式化标签用于实现加粗、斜体、删除线等文本样式效果 [1]。  

### 通用补充（非课程原文）  
在实际编程中，文本格式化标签（如 `<strong>`、`<em>`、`<del>`）应根据语义选择使用，而非仅用于视觉样式。例如：  
- 使用 `<strong>` 表示重要内容，强调语义上的“强烈”；  
- 使用 `<em>` 表示强调语气，语义上“强调”；  
- 使用 `<del>` 表示已删除的内容，适合用于版本变更或历史记录。  

这些标签不仅影响显示效果，还提升可访问性（如屏幕阅读器可识别语义），并有助于后期样式统一管理（通过 CSS 控制外观）。因此，推荐优先使用语义化标签，而非仅依赖 `<b>`、`<i>` 等纯表现标签。","[{""sourceType"":""lesson"",""sourceId"":""100000000000000000000000000000000006"",""contentHash"":""d17921eb0b536f5ee184f332dd2ad5bb7a47ce112fc26415f76694b18685996b"",""chunkIndex"":0,""score"":1,""content"":""# HTML基础入门\n\n## HTML常用标签\n\n### 文本格式化标签\n\n加粗、斜体、删除线等""}]","","","",""
"lesson-100000000000000000000000000000000007-1","“form表单基础”主要讲解什么？","“form表单基础”主要讲解HTML中`<form>`标签的使用方法及其核心属性，包括如何创建表单、定义表单的提交目标（`action`属性）和提交方式（`method`属性），以及表单中常见控件（如文本输入、按钮等）的基本结构与作用 [1]。","[{""sourceType"":""lesson"",""sourceId"":""100000000000000000000000000000000007"",""contentHash"":""797700b07db58fbc6eadfd97bb01cff72fb3d14bd6f5c7a6e2c2b7873368d5bf"",""chunkIndex"":0,""score"":1,""content"":""# HTML基础入门\n\n## 表单与多媒体\n\n### form表单基础\n\n表单标签与属性详解""}]","","","",""
"lesson-100000000000000000000000000000000007-2","在实际编程中，应该如何应用“form表单基础”中的核心知识？","### 课程内结论  
1. 表单是 HTML 中用于收集用户输入数据的重要结构，通过 `<form>` 标签定义 [1]。  
2. 表单包含多种输入控件，如 `<input>`、`<textarea>`、`<select>` 等，用于接收不同类型的数据 [1]。  
3. 表单的提交行为由 `action` 和 `method` 属性控制，`action` 指定数据提交的目标地址，`method` 指定提交方式（如 GET 或 POST） [1]。  
4. 表单元素可通过 `name` 属性标识，以便在后端处理时识别和获取数据 [1]。  

由此可以看出，表单的核心知识在于结构化地组织用户输入，并通过标准属性实现数据的收集与提交 [1]。

### 通用补充（非课程原文）  
在实际编程中，`<form>` 表单常用于用户登录、注册、评论、搜索等场景。例如：  
- 使用 `method=""POST""` 提交敏感信息（如密码），避免数据暴露在 URL 中。  
- 为 `<input>` 添加 `required` 属性实现前端校验，提升用户体验。  
- 通过 `name` 属性与后端接口（如 PHP、Node.js）对接，实现数据处理。  
- 配合 CSS 和 JavaScript 实现响应式布局与动态验证，增强交互性。","[{""sourceType"":""lesson"",""sourceId"":""100000000000000000000000000000000007"",""contentHash"":""797700b07db58fbc6eadfd97bb01cff72fb3d14bd6f5c7a6e2c2b7873368d5bf"",""chunkIndex"":0,""score"":1,""content"":""# HTML基础入门\n\n## 表单与多媒体\n\n### form表单基础\n\n表单标签与属性详解""}]","","","",""
"lesson-100000000000000000000000000000000008-1","“input标签类型”主要讲解什么？","“input标签类型”主要讲解HTML中`<input>`标签的不同类型，包括输入框、单选按钮、复选框和按钮等 [1]。","[{""sourceType"":""lesson"",""sourceId"":""100000000000000000000000000000000008"",""contentHash"":""e3273837ecc7f661a3b687c479d8f16108d00ed72db97b6a2cc4179a4836101b"",""chunkIndex"":0,""score"":1,""content"":""# HTML基础入门\n\n## 表单与多媒体\n\n### input标签类型\n\n输入框、单选、多选、按钮""}]","","","",""
"lesson-100000000000000000000000000000000008-2","在实际编程中，应该如何应用“input标签类型”中的核心知识？","### 课程内结论  
1. input标签支持多种类型，包括输入框、单选、多选和按钮 [1]。  
2. 每种类型用于实现不同的用户输入交互，如文本输入、选项选择或触发操作 [1]。  

### 通用补充（非课程原文）  
在实际编程中，应根据表单需求选择合适的 `input` 类型：  
- 使用 `type=""text""` 创建文本输入框，用于姓名、邮箱等输入 [1]。  
- 使用 `type=""radio""` 实现单选，如性别选择（男/女） [1]。  
- 使用 `type=""checkbox""` 实现多选，如兴趣爱好勾选 [1]。  
- 使用 `type=""button""` 或 `type=""submit""` 创建按钮，用于提交或触发事件 [1]。  

这些类型能提升表单可用性与语义化，便于浏览器和辅助技术识别。","[{""sourceType"":""lesson"",""sourceId"":""100000000000000000000000000000000008"",""contentHash"":""e3273837ecc7f661a3b687c479d8f16108d00ed72db97b6a2cc4179a4836101b"",""chunkIndex"":0,""score"":1,""content"":""# HTML基础入门\n\n## 表单与多媒体\n\n### input标签类型\n\n输入框、单选、多选、按钮""}]","","","",""
"lesson-100000000000000000000000000000000009-1","“音频与视频标签”主要讲解什么？","“音频与视频标签”小节主要讲解如何使用 HTML 中的 `audio` 和 `video` 标签来嵌入音频和视频内容 [1]。","[{""sourceType"":""lesson"",""sourceId"":""100000000000000000000000000000000009"",""contentHash"":""ee6acb6355aa3d6ff0170265a97d9b360a16453c1fa9bb9c38677ffe4b22f10f"",""chunkIndex"":0,""score"":1,""content"":""# HTML基础入门\n\n## 表单与多媒体\n\n### 音频与视频标签\n\naudio和video标签使用""}]","","","",""
"lesson-100000000000000000000000000000000009-2","在实际编程中，应该如何应用“音频与视频标签”中的核心知识？","### 课程内结论  
1. audio和video标签用于在HTML中嵌入音频和视频内容 [1]。  

### 通用补充（非课程原文）  
在实际编程中，使用 `<audio>` 和 `<video>` 标签时，建议：  
- 为标签添加 `controls` 属性，以显示播放、暂停、音量等控件，提升用户体验。  
- 使用 `src` 属性指定媒体文件路径，或通过 `<source>` 标签支持多种格式（如 MP3、OGG、MP4），增强兼容性。  
- 为无障碍访问添加 `alt` 文本或 `track` 标签（如字幕），提升可访问性。  
- 使用 `preload=""metadata""` 或 `preload=""none""` 控制加载行为，优化性能。  

示例：  
```html
<video controls preload=""metadata"">
  <source src=""movie.mp4"" type=""video/mp4"">
  <source src=""movie.webm"" type=""video/webm"">
  您的浏览器不支持视频标签。
</video>
```","[{""sourceType"":""lesson"",""sourceId"":""100000000000000000000000000000000009"",""contentHash"":""ee6acb6355aa3d6ff0170265a97d9b360a16453c1fa9bb9c38677ffe4b22f10f"",""chunkIndex"":0,""score"":1,""content"":""# HTML基础入门\n\n## 表单与多媒体\n\n### 音频与视频标签\n\naudio和video标签使用""}]","","","",""
